FROM_BRANCH,LORRY_ROUTE_FROM,FROM_LAT,FROM_LONG,TO_BRANCH,LORRY_ROUTE_TO,TO_LAT,TO_LONG,COUNT(*)
OKHLA-DELHI,1301,28.5283,77.2786,OKHLA-DELHI,1901,30.8772,75.9122,4
AMBALA HUB-HARYANA,103,30.23361,76.85074,AMBALA HUB-HARYANA,511,13.2444,77.229,12
DHULAGARH HUB KOLKATA-WEST BANGAL,809,22.5614951,88.1767703,DHULAGARH HUB KOLKATA-WEST BANGAL,812,23.550534,87.269088,3
HYDERABAD-TELANGANA,1601,17.6103329,78.5213145,HYDERABAD-TELANGANA,2504,21.1412,79.6721,1
FARIDABAD-HARYANA,1308,28.4509963,77.3193081,FARIDABAD-HARYANA,4002,25.5784288,85.2193768,1
MITROL PALWAL-HARYANA,1344,28.0463739,77.3416418,MITROL PALWAL-HARYANA,201,19.8087351,75.2382142,2
GGN HERO HONDA-HARYANA,1327,28.3962,76.993,GGN HERO HONDA-HARYANA,2205,29.9652,78.076,1
PATANCHERU-TELANGANA,1608,17.5253,78.2717,PATANCHERU-TELANGANA,2001,9.9880077,78.0989829,10
GGN HERO HONDA-HARYANA,1327,28.3962,76.993,GGN HERO HONDA-HARYANA,1318,28.4875,77.063,8
KUNDLI BORDER SONIPAT-HARYANA,1309,28.862816,77.123806,KUNDLI BORDER SONIPAT-HARYANA,1105,30.7069902,76.6913719,4
BHILAI- CHHATISGARH,2508,21.247881,81.379866,BHILAI- CHHATISGARH,2508,21.247881,81.379866,10
TATA - CCC CHENNAI,1035,13.2317,80.1632,TATA - CCC CHENNAI,1805,26.9249994,81.0637689,7
GREATER NOIDA-UTTAR PRADESH,1312,28.448128,77.530355,GREATER NOIDA-UTTAR PRADESH,2105,19.2526392,73.0234069,3
KUNDLI BORDER SONIPAT-HARYANA,1309,28.862816,77.123806,KUNDLI BORDER SONIPAT-HARYANA,1904,30.3699,76.4745,2
RASYANI-RAIGAD,2125,18.9542,73.1682,RASYANI-RAIGAD,1328,28.3106646,76.8781538,1
BINOLA HUB-HARYANA,1328,28.3106646,76.8781538,BINOLA HUB-HARYANA,3410,29.0159,79.409,1
MUMBAI HUB-MAHARASTRA,2117,19.2924351,73.1082178,MUMBAI HUB-MAHARASTRA,2202,27.217,77.9455,1
JALGAON MAHARASTRA,203,20.994679,75.588913,JALGAON MAHARASTRA,203,20.994679,75.588913,19
SANAND  AHMEDABAD-GUJARAT,319,22.9731286,72.2752609,SANAND  AHMEDABAD-GUJARAT,1016,14.4022,79.9531,5
ANKLESHWAR-GUJARAT,401,21.6299448,73.0194181,ANKLESHWAR-GUJARAT,1712,28.11664,76.78661,1
KESHWANA RAJASTHAN,1721,27.8091,76.2424,KESHWANA RAJASTHAN,3007,11.4044,77.6691,1
CUTTACK-ORRISA,4107,20.5333,85.9527,CUTTACK-ORRISA,511,13.2444,77.229,4
OKHLA-DELHI,1301,28.5283,77.2786,OKHLA-DELHI,501,13.1464,77.6144,5
KUNDLI BORDER SONIPAT-HARYANA,1309,28.862816,77.123806,KUNDLI BORDER SONIPAT-HARYANA,1805,26.9249994,81.0637689,2
PEENYA-KARNATAKA,508,13.0336,77.5302,PEENYA-KARNATAKA,508,13.0336,77.5302,13
BARODA-GUJARAT,601,22.3532,73.2346,BARODA-GUJARAT,1801,26.779122,80.897926,6
PITHAMPUR-MADHYA PRADESH,2601,22.6272376,75.581131,PITHAMPUR-MADHYA PRADESH,1315,28.6923,77.4409,1
SANAND  AHMEDABAD-GUJARAT,319,22.9731286,72.2752609,SANAND  AHMEDABAD-GUJARAT,2401,20.0052,73.7379,2
RANJANGAON - PUNE - MAHARASTRA,2803,18.803941,74.311907,RANJANGAON - PUNE - MAHARASTRA,1306,28.677483,77.1419,1
CHAKAN - PUNE - MAHARASTRA,2802,18.7004018,73.8489416,CHAKAN - PUNE - MAHARASTRA,1308,28.4509963,77.3193081,2
HYDERABAD-TELANGANA,1601,17.6103329,78.5213145,HYDERABAD-TELANGANA,319,22.9731286,72.2752609,5
NANDED - MAHARASTRA,208,19.12303,77.344629,NANDED - MAHARASTRA,208,19.12303,77.344629,7
COIMBATORE-TAMILNADU,901,11.0746,77.1115,COIMBATORE-TAMILNADU,3301,29.01588,79.4086,2
JAIPUR-RAJASTHAN,1701,26.865057,75.680062,JAIPUR-RAJASTHAN,1303,28.5323,77.1102,9
PUZHAL CHENNAI-TAMILNADU,1002,13.156826,80.222013,PUZHAL CHENNAI-TAMILNADU,1010,12.9939,80.1877,1
DAMAN-GUJARAT,1201,20.402885,72.8870348,DAMAN-GUJARAT,2103,19.0973,72.8456,3
FARIDABAD-HARYANA,1308,28.4509963,77.3193081,FARIDABAD-HARYANA,505,12.725908,77.794993,1
KARNAL-HARYANA,1358,29.656946,76.986177,KARNAL-HARYANA,1303,28.5323,77.1102,4
AURANGABAD WALUJ-MAHARASTRA,201,19.8087351,75.2382142,AURANGABAD WALUJ-MAHARASTRA,1001,12.8975285,79.883473,8
SELAQUI DEHRADOON-UTTRAKHAND,4004,30.368611,77.853084,SELAQUI DEHRADOON-UTTRAKHAND,2105,19.2526392,73.0234069,6
MASJID BUNDER MUMBAI-MAHARASTRA,2121,18.9545,72.8393,MASJID BUNDER MUMBAI-MAHARASTRA,2121,18.9545,72.8393,3
ASLALI EXT COUNTER-GUJARAT,303,22.9071024,72.593536,ASLALI EXT COUNTER-GUJARAT,3501,22.8366327,75.9450594,2
SAKINAKA MUMBAI-MAHARASTRA,2110,19.096,72.888,SAKINAKA MUMBAI-MAHARASTRA,2115,19.2060096,72.9502528,1
BHIWADI RAJASTHAN,701,28.2091,76.8469,BHIWADI RAJASTHAN,1616,16.9982,81.8157,5
PATNA - BIHAR,4002,25.5784288,85.2193768,PATNA - BIHAR,504,13.2431695,77.2304165,2
HAPUR U P,1363,28.722645,77.734033,HAPUR U P,1302,29.3667538,76.9730918,4
GUNTUR-ANDHRA PRADESH,1614,16.2734,80.4251,GUNTUR-ANDHRA PRADESH,1803,25.2946,82.9412,1
LUDHIANA HUB,1920,30.8864,75.9923,LUDHIANA HUB,1352,28.5432697,77.5631391,3
HARIDWAR-UTTRAKHAND,2205,29.9652,78.076,HARIDWAR-UTTRAKHAND,2502,21.2570484,81.5552005,1
WADA KUDUS (MUMBAI),2129,19.5361888,73.0991552,WADA KUDUS (MUMBAI),1315,28.6923,77.4409,1
RASYANI-RAIGAD,2125,18.9542,73.1682,RASYANI-RAIGAD,701,28.2091,76.8469,2
BHUBNESHWAR-ODISHA,4101,20.3096,85.8602,BHUBNESHWAR-ODISHA,901,11.0746,77.1115,1
KULANA-HARYANA,1403,28.4204,76.658,KULANA-HARYANA,1329,28.781486,77.137516,7
FARRUKNAGAR-SIM,6997,28.4420947,76.8124795,FARRUKNAGAR-SIM,6997,28.4420947,76.8124795,14
BHOSARI TAPASWADI - PUNE - MAHARASTRA,2804,18.6373867,73.8387477,BHOSARI TAPASWADI - PUNE - MAHARASTRA,511,13.2444,77.229,1
NIMRANI - MADHYA PRADESH,3513,22.1229355,75.4485243,NIMRANI - MADHYA PRADESH,2601,22.6272376,75.581131,1
RAMPUR-UTTAR PRADESH,3305,28.7861,79.0274,RAMPUR-UTTAR PRADESH,1303,28.5323,77.1102,1
VAPI-GUJARAT,1202,20.324471,72.904855,VAPI-GUJARAT,315,21.7475,72.0788,2
NAGLI POONA-DELHI,1329,28.781486,77.137516,NAGLI POONA-DELHI,1303,28.5323,77.1102,2
PUZHAL CHENNAI-TAMILNADU,1002,13.156826,80.222013,PUZHAL CHENNAI-TAMILNADU,2802,18.7004018,73.8489416,4
CHENNAI SVCHATRAM-TAMILNADU,1001,12.8975285,79.883473,CHENNAI SVCHATRAM-TAMILNADU,2803,18.803941,74.311907,14
MAKKARPURA BARODA-GUJARAT,602,22.2472,73.1793,MAKKARPURA BARODA-GUJARAT,1202,20.324471,72.904855,2
LUCKNOW-UTTAR PRADESH,1801,26.779122,80.897926,LUCKNOW-UTTAR PRADESH,3502,23.1662722,77.5090901,1
REWA-MADHYA PRADESH,3507,24.5203,81.2427,REWA-MADHYA PRADESH,2203,28.9404926,77.6713666,1
VASAI MUMBAI-MAHARASTRA,2104,19.4030055,72.8478575,VASAI MUMBAI-MAHARASTRA,1103,30.9570241,76.8249571,1
BAGHOLA-HUB HARYANA,1338,28.201997,77.320682,BAGHOLA-HUB HARYANA,1308,28.4509963,77.3193081,1
RASYANI-RAIGAD,2125,18.9542,73.1682,RASYANI-RAIGAD,1306,28.677483,77.1419,2
RAJKOT-GUJARAT,2902,22.3265,70.8541,RAJKOT-GUJARAT,102,30.839,76.95605,1
BARODA-GUJARAT,601,22.3532,73.2346,BARODA-GUJARAT,2855,18.737321,73.797702,6
KUNDLI BORDER SONIPAT-HARYANA,1309,28.862816,77.123806,KUNDLI BORDER SONIPAT-HARYANA,1384,28.6782512,77.56026,1
MITROL PALWAL-HARYANA,1344,28.0463739,77.3416418,MITROL PALWAL-HARYANA,103,30.23361,76.85074,2
CHAKAN - PUNE - MAHARASTRA,2802,18.7004018,73.8489416,CHAKAN - PUNE - MAHARASTRA,2504,21.1412,79.6721,1
HAPUR U P,1363,28.722645,77.734033,HAPUR U P,1307,28.6831148,76.9606879,1
SAKINAKA MUMBAI-MAHARASTRA,2110,19.096,72.888,SAKINAKA MUMBAI-MAHARASTRA,3508,22.9703,76.1229,1
INDORE APT,3516,22.7264879,75.8191623,INDORE APT,2805,18.5743585,73.8907094,1
MUMBAI AIRPORT-MAHARASTRA,2108,19.0973,72.8456,MUMBAI AIRPORT-MAHARASTRA,2856,18.737321,73.797702,1
CHENNAI SVCHATRAM-TAMILNADU,1001,12.8975285,79.883473,CHENNAI SVCHATRAM-TAMILNADU,1202,20.324471,72.904855,1
NARSAPURA-KARNATAKA,525,13.1314,77.9763,NARSAPURA-KARNATAKA,514,13.37,77.1146,1
ASLALI EXT COUNTER-GUJARAT,303,22.9071024,72.593536,ASLALI EXT COUNTER-GUJARAT,1308,28.4509963,77.3193081,9
ALLAHABAD-UTTAR PRADESH,1804,25.4550668,81.7627409,ALLAHABAD-UTTAR PRADESH,4003,29.921192,77.829423,1
BADDI-HIMACHAL PRADESH,1103,30.9570241,76.8249571,BADDI-HIMACHAL PRADESH,1301,28.5283,77.2786,1
RUDRAPUR-UTTRAKHAND,3301,29.01588,79.4086,RUDRAPUR-UTTRAKHAND,1001,12.8975285,79.883473,42
CHAKAN - PUNE - MAHARASTRA,2802,18.7004018,73.8489416,CHAKAN - PUNE - MAHARASTRA,1318,28.4875,77.063,27
ROORKEE UTTARANCHAL-UTTRAKHAND,4003,29.921192,77.829423,ROORKEE UTTARANCHAL-UTTRAKHAND,809,22.5614951,88.1767703,18
OKHLA-DELHI,1301,28.5283,77.2786,OKHLA-DELHI,4002,25.5784288,85.2193768,2
BINOLA HUB-HARYANA,1328,28.3106646,76.8781538,BINOLA HUB-HARYANA,3301,29.01588,79.4086,66
AHMEDABAD-GUJARAT,301,22.8584141,72.3796371,AHMEDABAD-GUJARAT,1501,15.3635,73.9486,10
AHMD RAIL-GUJARAT,310,22.9728316,72.6275756,AHMD RAIL-GUJARAT,301,22.8584141,72.3796371,8
AHMEDABAD-GUJARAT,301,22.8584141,72.3796371,AHMEDABAD-GUJARAT,2601,22.6272376,75.581131,36
NELMANGLA-KARNATAKA,504,13.2431695,77.2304165,NELMANGLA-KARNATAKA,3003,10.125558,76.3234073,7
KUNDLI BORDER SONIPAT-HARYANA,1309,28.862816,77.123806,KUNDLI BORDER SONIPAT-HARYANA,1804,25.4550668,81.7627409,33
AHMEDNAGAR-MAHARASTRA,351,19.1498,74.7033,AHMEDNAGAR-MAHARASTRA,2802,18.7004018,73.8489416,6
SHOLAVARAM CHENNAI,1003,13.2316,80.1633,SHOLAVARAM CHENNAI,1011,13.6293,79.4575,1
BADDI-HIMACHAL PRADESH,1103,30.9570241,76.8249571,BADDI-HIMACHAL PRADESH,1105,30.7069902,76.6913719,4
HARIDWAR-UTTRAKHAND,2205,29.9652,78.076,HARIDWAR-UTTRAKHAND,2117,19.2924351,73.1082178,7
SAMPLA ROHTAK-HARYANA,1357,28.7662,76.7802,SAMPLA ROHTAK-HARYANA,1357,28.7662,76.7802,26
JAIPUR-RAJASTHAN,1701,26.865057,75.680062,JAIPUR-RAJASTHAN,1105,30.7069902,76.6913719,47
RUDRAPUR FLEET - UTTRANCHAL,3308,26.016,79.4086,RUDRAPUR FLEET - UTTRANCHAL,1001,12.8975285,79.883473,7
RANCHI AIRTEL GSM-JHARKHAND,6037,23.316807,85.384566,RANCHI AIRTEL GSM-JHARKHAND,6008,25.53677,85.265208,2
MUMBAI HUB-MAHARASTRA,2117,19.2924351,73.1082178,MUMBAI HUB-MAHARASTRA,2502,21.2570484,81.5552005,6
DADRI-UTTAR PRADESH,1352,28.5432697,77.5631391,DADRI-UTTAR PRADESH,3001,11.6017,78.0921,11
NOIDA-3,1372,28.612503,77.3842369,NOIDA-3,1017,13.245269,79.117715,26
BINOLA HUB-HARYANA,1328,28.3106646,76.8781538,BINOLA HUB-HARYANA,1814,27.4694145,83.4616619,5
BHIWADI RAJASTHAN,701,28.2091,76.8469,BHIWADI RAJASTHAN,1338,28.201997,77.320682,1
NAGPUR WADI,2501,21.133502,78.8936551,NAGPUR WADI,3506,23.1980328,79.8745593,3
CHENNAI SVCHATRAM-TAMILNADU,1001,12.8975285,79.883473,CHENNAI SVCHATRAM-TAMILNADU,1601,17.6103329,78.5213145,2
SURAJPUR G.NOIDA,1370,28.5315089,77.4687343,SURAJPUR G.NOIDA,1318,28.4875,77.063,1
BANGLORE HUB-KARNATAKA,511,13.2444,77.229,BANGLORE HUB-KARNATAKA,901,11.0746,77.1115,11
BAGHOLA DELIVERY,1339,28.2022,77.3201,BAGHOLA DELIVERY,1303,28.5323,77.1102,1
DASNA AIRTEL GSM (UP WEST),6074,28.696324,77.598355,DASNA AIRTEL GSM (UP WEST),6031,31.357482,76.747485,1
RAJKOT AIRPORT,2905,22.3265,70.8541,RAJKOT AIRPORT,102,30.839,76.95605,1
HARIDWAR-UTTRAKHAND,2205,29.9652,78.076,HARIDWAR-UTTRAKHAND,1305,28.5182141,77.0820394,4
SANAND  AHMEDABAD-GUJARAT,319,22.9731286,72.2752609,SANAND  AHMEDABAD-GUJARAT,605,23.3082,70.5021,2
BOMMANSANDRA-KARNATAKA,503,12.8178324,77.6698024,BOMMANSANDRA-KARNATAKA,2802,18.7004018,73.8489416,29
DUNLOP KOLKATA-WEST BANGAL,813,22.6528,88.3741,DUNLOP KOLKATA-WEST BANGAL,1312,28.448128,77.530355,1
JAMALPUR-HARYANA,1342,28.3782,76.8352,JAMALPUR-HARYANA,1308,28.4509963,77.3193081,2
MUMBAI HUB-MAHARASTRA,2117,19.2924351,73.1082178,MUMBAI HUB-MAHARASTRA,3401,22.8242773,86.268464,1
SAKINAKA MUMBAI-MAHARASTRA,2110,19.096,72.888,SAKINAKA MUMBAI-MAHARASTRA,201,19.8087351,75.2382142,1
SANSARPUR TERRACE-HIMACHAL PRADESH,110,22.8036,86.1178,SANSARPUR TERRACE-HIMACHAL PRADESH,1107,31.04085,76.69497,1
BALLABHGARH-HARYANA,1323,28.3046774,77.3004412,BALLABHGARH-HARYANA,1104,31.4966,75.8345,1
FARIDABAD N I T-HARYANA,1340,28.3739,77.2988,FARIDABAD N I T-HARYANA,506,15.8523557,74.5354957,2
TATA - CCC CHENNAI,1035,13.2317,80.1632,TATA - CCC CHENNAI,1007,12.7853427,80.0395548,1
CHERLAPALLY-TELANGANA,1611,17.459,78.5992,CHERLAPALLY-TELANGANA,3011,11.1716194,75.9278162,4
DAHEJ-GUJRAT,403,21.7059,72.5834,DAHEJ-GUJRAT,2115,19.2060096,72.9502528,1
MADURAI-TAMILNADU,2001,9.9880077,78.0989829,MADURAI-TAMILNADU,1303,28.5323,77.1102,1
HARIDWAR-UTTRAKHAND,2205,29.9652,78.076,HARIDWAR-UTTRAKHAND,201,19.8087351,75.2382142,3
CHIKALTHANA AURANGABAD-MAHARASTRA,202,19.8759,75.3801,CHIKALTHANA AURANGABAD-MAHARASTRA,1303,28.5323,77.1102,1
MEERUT-UTTAR PRADESH,2203,28.9404926,77.6713666,MEERUT-UTTAR PRADESH,1315,28.6923,77.4409,1
KUNDLI BORDER SONIPAT-HARYANA,1309,28.862816,77.123806,KUNDLI BORDER SONIPAT-HARYANA,3504,1,1,1
HAPUR U P,1363,28.722645,77.734033,HAPUR U P,1602,26.4478,80.2487,1
KUNDLI BORDER SONIPAT-HARYANA,1309,28.862816,77.123806,KUNDLI BORDER SONIPAT-HARYANA,3513,22.1229355,75.4485243,4
KOLKATA AIRPORT,803,22.6484768,88.4357884,KOLKATA AIRPORT,1003,13.2316,80.1633,1
CORPORATE OFFICE-DELHI,1306,28.677483,77.1419,CORPORATE OFFICE-DELHI,1706,27.5377,76.6903,1
GUMUDIPOONDI CHENNAI-TAMILNADU,1005,13.3931,80.1333,GUMUDIPOONDI CHENNAI-TAMILNADU,511,13.2444,77.229,1
OKHLA-DELHI,1301,28.5283,77.2786,OKHLA-DELHI,402,21.1898949,72.8890235,2
BARODA-GUJARAT,601,22.3532,73.2346,BARODA-GUJARAT,1805,26.9249994,81.0637689,1
FARIDABAD-HARYANA,1308,28.4509963,77.3193081,FARIDABAD-HARYANA,1338,28.201997,77.320682,2
TIRUNELVELI-TAMILNADU,903,8.77265,77.710253,TIRUNELVELI-TAMILNADU,903,8.77265,77.710253,21
OKHLA-DELHI,1301,28.5283,77.2786,OKHLA-DELHI,1341,28.757605,77.056438,1
GHAZIABAD-UTTAR PRADESH,1315,28.6923,77.4409,GHAZIABAD-UTTAR PRADESH,1343,28.6778,77.3264,2
RASYANI-RAIGAD,2125,18.9542,73.1682,RASYANI-RAIGAD,3010,28.0848576,76.5779613,2
MAKKARPURA BARODA-GUJARAT,602,22.2472,73.1793,MAKKARPURA BARODA-GUJARAT,104,30.8954,77.0931,1
HYDERABAD-TELANGANA,1601,17.6103329,78.5213145,HYDERABAD-TELANGANA,525,13.1314,77.9763,1
MANESAR-HARYANA,1322,28.3775364,76.9388545,MANESAR-HARYANA,1806,26.7208,83.3306,1
BARODA-GUJARAT,601,22.3532,73.2346,BARODA-GUJARAT,1607,17.7008,77.5459,1
WAGHOLI - PUNE - MAHARASTRA,2801,18.5738,73.959,WAGHOLI - PUNE - MAHARASTRA,1601,17.6103329,78.5213145,1
GGN HERO HONDA-HARYANA,1327,28.3962,76.993,GGN HERO HONDA-HARYANA,2804,18.6373867,73.8387477,3
GURGAON MUL-HARYANA,1319,28.4875,77.063,GURGAON MUL-HARYANA,319,22.9731286,72.2752609,1
TIKRI BORDER-DELHI,1307,28.6831148,76.9606879,TIKRI BORDER-DELHI,4004,30.368611,77.853084,1
NAGPUR WADI,2501,21.133502,78.8936551,NAGPUR WADI,1904,30.3699,76.4745,1
TALOJA MUMBAI-MAHARASTRA,2112,19.0687,73.1369,TALOJA MUMBAI-MAHARASTRA,2830,20.8505029,74.7624874,13
SHOLAVARAM CHENNAI,1003,13.2316,80.1633,SHOLAVARAM CHENNAI,2801,18.5738,73.959,3
CHERLAPALLY-TELANGANA,1611,17.459,78.5992,CHERLAPALLY-TELANGANA,1719,26.871,75.6953,1
NAGLI POONA-DELHI,1329,28.781486,77.137516,NAGLI POONA-DELHI,1111,30.3925308,76.1878399,1
NAGLI POONA-DELHI,1329,28.781486,77.137516,NAGLI POONA-DELHI,1305,28.5182141,77.0820394,1
JEEDIMETLA HYD-TELANGANA,1610,17.5311,78.4557,JEEDIMETLA HYD-TELANGANA,1328,28.3106646,76.8781538,1
JHANSI (U. P),3517,25.4791,78.5498,JHANSI (U. P),1310,28.5463933,77.4097224,1
REWA-MADHYA PRADESH,3507,24.5203,81.2427,REWA-MADHYA PRADESH,3010,28.0848576,76.5779613,1
COCHIN-KERLA,3003,10.125558,76.3234073,COCHIN-KERLA,3501,22.8366327,75.9450594,1
MOHALI-PUNJAB,1105,30.7069902,76.6913719,MOHALI-PUNJAB,1801,26.779122,80.897926,5
BANGLORE AIRPORT-KARNATAKA,501,13.1464,77.6144,BANGLORE AIRPORT-KARNATAKA,507,12.955766,77.588642,1
KUNDLI BORDER SONIPAT-HARYANA,1309,28.862816,77.123806,KUNDLI BORDER SONIPAT-HARYANA,2401,20.0052,73.7379,1
RANJANGAON - PUNE - MAHARASTRA,2803,18.803941,74.311907,RANJANGAON - PUNE - MAHARASTRA,504,13.2431695,77.2304165,7
AURANGABAD WALUJ-MAHARASTRA,201,19.8087351,75.2382142,AURANGABAD WALUJ-MAHARASTRA,2856,18.737321,73.797702,3
MUMBAI HUB-MAHARASTRA,2117,19.2924351,73.1082178,MUMBAI HUB-MAHARASTRA,1905,32.640433,74.901404,1
BHUBNESHWAR-ODISHA,4101,20.3096,85.8602,BHUBNESHWAR-ODISHA,2802,18.7004018,73.8489416,1
BURDWAN-WB,839,23.2229089,87.8494907,BURDWAN-WB,839,23.2229089,87.8494907,3
DEHRADUN-UTTRAKHAND,4001,30.28199,77.98948,DEHRADUN-UTTRAKHAND,1901,30.8772,75.9122,2
FURSUNGI - PUNE - MAHARASTRA,2818,18.4516106,73.9693112,FURSUNGI - PUNE - MAHARASTRA,1312,28.448128,77.530355,1
REWA-MADHYA PRADESH,3507,24.5203,81.2427,REWA-MADHYA PRADESH,1328,28.3106646,76.8781538,1
BILASPUR AIRTEL GSM-HIMACHAL PRADESH,6031,31.357482,76.747485,BILASPUR AIRTEL GSM-HIMACHAL PRADESH,1901,30.8772,75.9122,1
DUNLOP KOLKATA-WEST BANGAL,813,22.6528,88.3741,DUNLOP KOLKATA-WEST BANGAL,1001,12.8975285,79.883473,1
MAHALUNGE NEW WH TRANSSHIPMENT,2856,18.737321,73.797702,MAHALUNGE NEW WH TRANSSHIPMENT,103,30.23361,76.85074,1
NAGLI POONA-DELHI,1329,28.781486,77.137516,NAGLI POONA-DELHI,1702,24.5778,73.743,1
AURANGABAD WALUJ-MAHARASTRA,201,19.8087351,75.2382142,AURANGABAD WALUJ-MAHARASTRA,2804,18.6373867,73.8387477,1
SOLAN-HIMACHAL PRADESH,104,30.8954,77.0931,SOLAN-HIMACHAL PRADESH,103,30.23361,76.85074,111
RUDRAPUR-UTTRAKHAND,3301,29.01588,79.4086,RUDRAPUR-UTTRAKHAND,3301,29.01588,79.4086,30
BINOLA HUB-HARYANA,1328,28.3106646,76.8781538,BINOLA HUB-HARYANA,1001,12.8975285,79.883473,161
JAMALPUR-HARYANA,1342,28.3782,76.8352,JAMALPUR-HARYANA,511,13.2444,77.229,24
SANSWADI - PUNE - MAHARASTRA,2806,18.6817064,74.1130227,SANSWADI - PUNE - MAHARASTRA,1335,28.309,76.8787,43
BINOLA HUB-HARYANA,1328,28.3106646,76.8781538,BINOLA HUB-HARYANA,1318,28.4875,77.063,7
GURGAON MUL-HARYANA,1319,28.4875,77.063,GURGAON MUL-HARYANA,1319,28.4875,77.063,2
LUDHIANA-PUNJAB,1901,30.8772,75.9122,LUDHIANA-PUNJAB,2802,18.7004018,73.8489416,10
KALA AMB-HIMACHAL PRADESH,1106,30.5043925,77.2083046,KALA AMB-HIMACHAL PRADESH,1106,30.5043925,77.2083046,5
SHIRWAL - PUNE - MAHARASTRA,2809,18.1683915,73.9536662,SHIRWAL - PUNE - MAHARASTRA,1701,26.865057,75.680062,1
AHMEDABAD-GUJARAT,301,22.8584141,72.3796371,AHMEDABAD-GUJARAT,1701,26.865057,75.680062,6
BARODA-GUJARAT,601,22.3532,73.2346,BARODA-GUJARAT,504,13.2431695,77.2304165,4
YAMUNA NAGAR,112,30.1264,77.2773,YAMUNA NAGAR,112,30.1264,77.2773,5
AMBALA HUB-HARYANA,103,30.23361,76.85074,AMBALA HUB-HARYANA,201,19.8087351,75.2382142,27
DANKUNI KOLKATA-WEST BANGAL,814,22.7361595,88.2732544,DANKUNI KOLKATA-WEST BANGAL,511,13.2444,77.229,1
BAWAL-HARYANA,3010,28.0848576,76.5779613,BAWAL-HARYANA,3301,29.01588,79.4086,27
PONTA SAHIB-HIMACHAL PRADESH,106,30.442379,77.602674,PONTA SAHIB-HIMACHAL PRADESH,1301,28.5283,77.2786,4
BHIWADI RAJASTHAN,701,28.2091,76.8469,BHIWADI RAJASTHAN,2205,29.9652,78.076,3
MANESAR FLEET,1355,28.3776,76.9388,MANESAR FLEET,2802,18.7004018,73.8489416,4
PUNE FLEET - MAHARASTRA,2838,18.7001,73.8498,PUNE FLEET - MAHARASTRA,809,22.5614951,88.1767703,10
SINNAR NASIK-MAHARASTRA,2403,19.885725,73.976382,SINNAR NASIK-MAHARASTRA,1003,13.2316,80.1633,2
JAMALPUR-HARYANA,1342,28.3782,76.8352,JAMALPUR-HARYANA,103,30.23361,76.85074,8
GREATER NOIDA-UTTAR PRADESH,1312,28.448128,77.530355,GREATER NOIDA-UTTAR PRADESH,505,12.725908,77.794993,7
UMERGAON-GUJARAT,316,20.1773,72.7745,UMERGAON-GUJARAT,1202,20.324471,72.904855,43
DAMAN-GUJARAT,1201,20.402885,72.8870348,DAMAN-GUJARAT,2816,18.6078,73.7238,6
MUMBAI HUB-MAHARASTRA,2117,19.2924351,73.1082178,MUMBAI HUB-MAHARASTRA,1701,26.865057,75.680062,8
KOLKATA-WEST BANGAL,801,22.519,88.3033,KOLKATA-WEST BANGAL,801,22.519,88.3033,9
BADDI-HIMACHAL PRADESH,1103,30.9570241,76.8249571,BADDI-HIMACHAL PRADESH,1303,28.5323,77.1102,8
PUNE MAVAL-MAHARASTRA,2833,18.751795,73.606048,PUNE MAVAL-MAHARASTRA,2802,18.7004018,73.8489416,6
BINOLA HUB-HARYANA,1328,28.3106646,76.8781538,BINOLA HUB-HARYANA,1102,31.355688,75.565583,2
DEWAS-MADHYA PRADESH,3508,22.9703,76.1229,DEWAS-MADHYA PRADESH,1105,30.7069902,76.6913719,5
RAJKOT-GUJARAT,2902,22.3265,70.8541,RAJKOT-GUJARAT,1721,27.8091,76.2424,32
KUNDLI BORDER SONIPAT-HARYANA,1309,28.862816,77.123806,KUNDLI BORDER SONIPAT-HARYANA,2901,28.8988,76.5487,14
KESHWANA RAJASTHAN,1721,27.8091,76.2424,KESHWANA RAJASTHAN,1329,28.781486,77.137516,2
FARIDABAD-HARYANA,1308,28.4509963,77.3193081,FARIDABAD-HARYANA,1361,28.506584,76.749462,2
MUMBAI HUB-MAHARASTRA,2117,19.2924351,73.1082178,MUMBAI HUB-MAHARASTRA,838,22.5728,88.3571,4
RAJKOT-GUJARAT,2902,22.3265,70.8541,RAJKOT-GUJARAT,3302,29.2104,79.0084,1
RAJKOT-GUJARAT,2902,22.3265,70.8541,RAJKOT-GUJARAT,1901,30.8772,75.9122,2
PONDICHERY-TAMILNADU,2701,11.945999,79.7779715,PONDICHERY-TAMILNADU,319,22.9731286,72.2752609,2
ROORKEE UTTARANCHAL-UTTRAKHAND,4003,29.921192,77.829423,ROORKEE UTTARANCHAL-UTTRAKHAND,1803,25.2946,82.9412,7
SILVASSA-GUJARAT,1203,20.2951,72.9909,SILVASSA-GUJARAT,2802,18.7004018,73.8489416,29
DADRI-UTTAR PRADESH,1352,28.5432697,77.5631391,DADRI-UTTAR PRADESH,2502,21.2570484,81.5552005,3
GUWAHATI-ASSAM,802,26.1106477,91.7305034,GUWAHATI-ASSAM,319,22.9731286,72.2752609,2
JAIPUR-RAJASTHAN,1701,26.865057,75.680062,JAIPUR-RAJASTHAN,1908,31.212524,75.771155,2
COIMBATORE-TAMILNADU,901,11.0746,77.1115,COIMBATORE-TAMILNADU,1003,13.2316,80.1633,18
BANGLORE HUB-KARNATAKA,511,13.2444,77.229,BANGLORE HUB-KARNATAKA,504,13.2431695,77.2304165,4
